"Player","Team","MP","GS","Goals","Shots","Shots.per.90","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","xG","Shot.Pressed","Pct.Shots.Pressed","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","Key.Assists","Second.Assists","Assists.per.90","Key.Passes.per.90","Big.Chances","Big.Chances.per.90","BC.Scored","BC.Conversion.Pct","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Pass.Comp","Pass.Att","Pass.Comp.Pct","opPass.Comp","opPass.Att","opPass.Comp.Pct","opPPass.Comp","opPPass.Att","opPPass.Comp.Pct","Pct.opPass.Pressed","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","rFreq.A3.Passes","rFreq.M3.Passes","rFreq.D3.Passes","A3Pass.Comp","A3Pass.Att","A3Pass.Comp.Pct","M3Pass.Comp","M3Pass.Att","M3Pass.Comp.Pct","D3Pass.Comp","D3Pass.Att","D3Pass.Comp.Pct","rFreq.A3.opPasses","rFreq.M3.opPasses","rFreq.D3.opPasses","A3opPass.Comp","A3opPass.Att","A3opPass.Comp.Pct","M3opPass.Comp","M3opPass.Att","M3opPass.Comp.Pct","D3opPass.Comp","D3opPass.Att","D3opPass.Comp.Pct","Pass.Comp.D3toD3","Pass.Comp.D3toM3","Pass.Comp.D3toA3","Pass.Comp.M3toD3","Pass.Comp.M3toM3","Pass.Comp.M3toA3","Pass.Comp.A3toD3","Pass.Comp.A3toM3","Pass.Comp.A3toA3","rFreq.opPass.Fwd","rFreq.opPass.Side","rFreq.opPass.Back","fwopPass.Comp","fwopPass.Att","fwopPass.Comp.Pct","sopPass.Comp","sopPass.Att","sopPass.Comp.Pct","bopPass.Comp","bopPass.Att","bopPass.Comp.Pct","Pct.Passes.Pressed","PPass.Comp","PPass.Att","PPass.Comp.Pct","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","Cross.Comp","Cross.Att","Cross.Att.per.90","Cross.Att.per.opPass","Cross.Comp.Pct","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Att","Launch.Att.per.90","Launch.Att.per.Pass","Launch.Comp.Pct","Through.Comp","Through.Att","Through.Att.per.90","Through.Att.per.Pass","Through.Att.per.opPass","Through.Comp.Pct","Throw.In.Comp","Throw.In.Att","Throw.In.Att.per.90","Throw.In.Att.per.Pass","Throw.In.Comp.Pct","Corner.Kicks.Completed","Corner.Kicks.Taken","CK.Comp.Pct","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Att","FK.Pass.Comp.Pct","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","Take.Ons","TO.Won","TO.Lost","TO.Win.Pct","Dispossessed","Lost.Touches","All.Possessions.Disrupted","Aerial.Duels","AD.Won","AD.Lost","AD.Win.Pct","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","Def.Recoveries","Poss.Recoveries","Interceptions","Int.per.90","Int.per.OP.Pass","Blocks","Clearances","Ball.Shields","Saves","Goals.Allowed","GK.SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls.Faced","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses.Faced","Crosses.Won","Crosses.Lost","Corner.Kicks.Faced","CKs.Won","CKs.Lost","Free.Kicks.Faced","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","GK.Overall.Pass.Comp","GK.Overall.Pass.Att","GK.Overall.Pass.Comp.Pct","GK.Throw.Comp","GK.Throw.Att","GK.Throw.Comp.Pct","GK.Drop.Kick.Comp","GK.Drop.Kick.Att","GK.Drop.Kick.Comp.Pct","GKFK.Comp","GKFK.Att","GKFK.Comp.Pct"
"Sonnett","PTFC",99,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,20,28,0.714285714285714,18,24,0.75,6,7,0.857142857142857,0.291666666666667,0.821428571428571,0.0357142857142857,0.142857142857143,15,23,0.652173913043478,1,1,1,4,4,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.791666666666667,0.0416666666666667,0.166666666666667,13,19,0.684210526315789,1,1,1,4,4,1,0.25,6,7,0.857142857142857,0.571428571428571,0,0.428571428571429,3,4,0.75,0,0,NA,3,3,1,0,0,0,0,NA,0,0,4,9,8.18181818181818,0.321428571428571,0.444444444444444,0,1,0.909090909090909,0.0357142857142857,0.0416666666666667,0,0,0,0,0,NA,0,0,NA,0,0,2,4,0.5,0,0,0,0,4,1,1,0,1,0,1,1,7,2,5,0.285714285714286,0,1,0,3,1,4,2,2,1,0.909090909090909,0,4,3,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Stanley","SBFC",95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,16,42,0.380952380952381,9,30,0.3,1,1,1,0.0333333333333333,0.952380952380952,0.0476190476190476,0,14,40,0.35,2,2,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.966666666666667,0.0333333333333333,0,8,29,0.275862068965517,1,1,1,0,0,NA,0.0238095238095238,1,1,1,1,0,0,1,1,1,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,4,24,22.7368421052632,0.571428571428571,0.166666666666667,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,1,1,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,1,1,0,0,4,4,0,2,0,0,0,0,2,2,0,1,1,0,0,0,0,1,0,16,42,0.380952380952381,3,3,1,3,8,0.375,4,18,0.222222222222222
"Stanton","SBFC",19,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,5,6,0.833333333333333,5,5,1,4,4,1,0.8,0.833333333333333,0,0.166666666666667,4,5,0.8,0,0,NA,1,1,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.8,0,0.2,4,4,1,0,0,NA,1,1,1,0.666666666666667,4,4,1,0.75,0,0.25,3,3,1,0,0,NA,1,1,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,4.73684210526316,0.166666666666667,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,2,1,1,0.5,0,0,0,1,0,3,3,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Stengel","WAS",33,0,1,1,2.72727272727273,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,5,8,0.625,5,7,0.714285714285714,5,7,0.714285714285714,1,0.75,0.125,0.125,3,6,0.5,1,1,1,1,1,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.714285714285714,0.142857142857143,0.142857142857143,3,5,0.6,1,1,1,1,1,1,0.875,5,7,0.714285714285714,0.714285714285714,0.142857142857143,0.142857142857143,3,5,0.6,1,1,1,1,1,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,2.72727272727273,0.125,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,1,2,0,0,0,NA,0,0,0,17,1,2,1,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Ubogagu","HOU",81,1,0,2,2.22222222222222,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.11111111111111,0,0,0,NA,0,0,0,0,0,21,26,0.807692307692308,20,25,0.8,12,13,0.923076923076923,0.52,0.307692307692308,0.384615384615385,0.307692307692308,5,8,0.625,9,10,0.9,7,8,0.875,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.32,0.36,0.32,5,8,0.625,8,9,0.888888888888889,7,8,0.875,0.5,12,13,0.923076923076923,0.230769230769231,0.384615384615385,0.384615384615385,2,3,0.666666666666667,5,5,1,5,5,1,1,1,1.11111111111111,0.04,1,1,0,0,0,0,0,NA,1,3,3.33333333333333,0.115384615384615,0.12,0.333333333333333,1,1,1.11111111111111,0.0384615384615385,1,0,0,NA,0,0,0,0,NA,0,0,1,0,1,4,3,1,0.75,2,3,6,0,0,0,NA,1,0,1,18,3,9,3,6,1,1.11111111111111,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Weber","PTFC",3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Williams","HOU",95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,40,44,0.909090909090909,36,40,0.9,1,1,1,0.025,0.909090909090909,0.0909090909090909,0,36,40,0.9,4,4,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.95,0.05,0,34,38,0.894736842105263,2,2,1,0,0,NA,0.0227272727272727,1,1,1,1,0,0,1,1,1,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,3,7,6.63157894736842,0.159090909090909,0.428571428571429,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,40,44,0.909090909090909,3,3,1,1,1,1,9,9,1
"Wood","BOS",13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0,0,2,0,0,2,0,1,1,0,0,0,2,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,NA,0,0,NA,1,0,2,0,1,0,0,0,2,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,6.92307692307692,0.5,0.5,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,1,1,0,1,0,0,0,6,5,1,0.833333333333333,1,0,0,1,1,4,2,2,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Zadorsky","WAS",94,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,23,27,0.851851851851852,23,27,0.851851851851852,14,16,0.875,0.592592592592593,0.407407407407407,0.222222222222222,0.37037037037037,7,11,0.636363636363636,6,6,1,10,10,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.407407407407407,0.222222222222222,0.37037037037037,7,11,0.636363636363636,6,6,1,10,10,1,0.592592592592593,14,16,0.875,0.3125,0.1875,0.5,3,5,0.6,3,3,1,8,8,1,0,0,0,0,NA,0,0,1,1,0.957446808510638,0.037037037037037,1,1,2,1.91489361702128,0.0740740740740741,0.0740740740740741,0.5,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,1,0,0,4,1,8,8,0,3,2.87234042553191,0,3,8,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Zerboni","BOS",99,1,0,3,2.72727272727273,0.333333333333333,1,0,2,0,2,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,30,35,0.857142857142857,30,34,0.882352941176471,22,24,0.916666666666667,0.705882352941177,0.428571428571429,0.314285714285714,0.257142857142857,11,15,0.733333333333333,10,11,0.909090909090909,9,9,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.411764705882353,0.323529411764706,0.264705882352941,11,14,0.785714285714286,10,11,0.909090909090909,9,9,1,0.685714285714286,22,24,0.916666666666667,0.333333333333333,0.375,0.291666666666667,7,8,0.875,8,9,0.888888888888889,7,7,1,0,0,0,0,NA,0,0,0,0,0,0,NA,1,3,2.72727272727273,0.0857142857142857,0.0882352941176471,0.333333333333333,0,0,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,1,9,6,3,0.666666666666667,1,1,5,9,4,5,0.444444444444444,5,2,0,32,6,14,7,7,2,1.81818181818182,0,2,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
