"Player","Team","MP","GS","Goals","Shots","Shots.per.90","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","Shot.Pressd","Pct.Shots.Pressd","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","KP.to.Goal","Key.Assists","Second.Assists","Unscored.Key.Passes","KP.Goal","Assists.per.90","Key.Passes.per.90","Assists.per.Pass","Key.Passes.per.Pass","Big.Chances","Big.Chances.per.90","BC.Scored","BC.to.Goal","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Pass.Comp","Pass.Att","Pass.Comp.Pct","opPass.Comp","opPass.Att","opPass.Comp.Pct","opPPass.Comp","opPPass.Att","opPPass.Comp.Pct","Pct.opPass.Pressd","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","rFreq.opPass.Fwd","rFreq.opPass.Side","rFreq.opPass.Back","fwopPass.Comp","fwopPass.Att","fwopPass.Comp.Pct","sopPass.Comp","sopPass.Att","sopPass.Comp.Pct","bopPass.Comp","bopPass.Att","bopPass.Comp.Pct","Pct.Pass.Pressd","PPass.Comp","PPass.Att","PPass.Comp.Pct","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","Cross.Comp","Cross.Att","Cross.Att.per.90","Cross.Att.per.Pass","Cross.Att.per.opPass","Cross.Comp.Pct","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Att","Launch.Att.per.90","Launch.Att.per.Pass","Launch.Att.per.opPass","Launch.Comp.Pct","Through.Comp","Through.Att","Through.Att.per.90","Through.Att.per.Pass","Through.Att.per.opPass","Through.Comp.Pct","Throw.In.Comp","Throw.In.Att","Throw.In.Att.per.90","Throw.In.Att.per.Pass","Throw.In.Comp.Pct","Corner.Kicks.Completed","CK.Effectiveness","Corner.Kicks.Taken","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Comp.Pct","FK.Pass.Att","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","TO.Won","TO.Win.Pct","Take.Ons","TO.Lost","Dispossessed","Lost.Touches","AD.Won","AD.Win.Pct","Aerial.Duels","AD.Lost","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","Def.Recoveries","Poss.Recoveries","Interceptions","Int.per.90","Int.per.OP.Pass","Blocks","Clearances","Balls.Shields","Saves","Goals.Allowed","SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses","Crosses.Won","Crosses.Lost","Corner.Kicks","CKs.Won","CKs.Lost","Free.Kicks","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","All.Pass.Comp","Distribution.Success","All.Pass.Att","Throw.Comp","Throw.Comp.Pct","Throw.Att","Drop.Kick.Comp","Drop.Kick.Comp.Pct","Drop.Kick.Att","GK.FK.Comp","GK.FK.Comp.Pct","GK.FK.Att","Match"
"Klingenberg","USA",94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1.91489361702128,0,0,0,0,0,0,0,0,0,0,0,44,57,0.771929824561403,35,46,0.760869565217391,17,24,0.708333333333333,0.521739130434783,0.403508771929825,0.245614035087719,0.350877192982456,13,23,0.565217391304348,12,14,0.857142857142857,19,20,0.95,0.456521739130435,0.239130434782609,0.304347826086957,12,21,0.571428571428571,10,11,0.909090909090909,13,14,0.928571428571429,1,17,24,0.708333333333333,0.583333333333333,0.166666666666667,0.25,8,14,0.571428571428571,4,4,1,5,6,0.833333333333333,3,3,2.87234042553191,0.0526315789473684,0.0652173913043478,1,3,0,1,4,3.82978723404255,0.0701754385964912,0.0869565217391304,0.25,0,1,0.957446808510638,0.0175438596491228,0.0217391304347826,0,9,11,10.531914893617,0.192982456140351,0.818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,2,0,0,10,2,5,4,1,3,2.87234042553191,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CAN"
"Lloyd","USA",94,1,0,3,2.87234042553191,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,0.625,15,24,0.625,9,13,0.692307692307692,0.541666666666667,0.583333333333333,0.125,0.291666666666667,5,14,0.357142857142857,3,3,1,7,7,1,0.583333333333333,0.125,0.291666666666667,5,14,0.357142857142857,3,3,1,7,7,1,1,9,13,0.692307692307692,0.538461538461538,0.230769230769231,0.230769230769231,3,7,0.428571428571429,3,3,1,3,3,1,0,1,0.957446808510638,0.0416666666666667,0.0416666666666667,0,1,0,0,0,0,0,0,0,0,1,0.957446808510638,0.0416666666666667,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,3,2,1,1,6,0.6,10,4,1,0,6,23,12,7,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CAN"
"Morgan","USA",73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0.538461538461538,7,13,0.538461538461538,4,10,0.4,0.733333333333333,0.384615384615385,0.230769230769231,0.384615384615385,0,5,0,2,3,0.666666666666667,5,5,1,0.384615384615385,0.230769230769231,0.384615384615385,0,5,0,2,3,0.666666666666667,5,5,1,1,4,10,0.4,0.5,0.1,0.4,0,5,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,7,0.7,10,3,0,0,0,4,1,0,0,0,1,1.23287671232877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CAN"
"O'Hara","USA",94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.957446808510638,0,0,0,0,0,0,0,0,0,0,0,41,53,0.773584905660377,36,46,0.782608695652174,15,18,0.833333333333333,0.391304347826087,0.679245283018868,0.207547169811321,0.113207547169811,26,36,0.722222222222222,9,11,0.818181818181818,6,6,1,0.673913043478261,0.217391304347826,0.108695652173913,23,31,0.741935483870968,8,10,0.8,5,5,1,1,15,18,0.833333333333333,0.777777777777778,0.111111111111111,0.111111111111111,11,14,0.785714285714286,2,2,1,2,2,1,1,4,3.82978723404255,0.0754716981132075,0.0869565217391304,0.25,3,1,1,2,1.91489361702128,0.0377358490566038,0.0434782608695652,0.5,1,1,0.957446808510638,0.0188679245283019,0.0217391304347826,1,5,7,6.70212765957447,0.132075471698113,0.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,5,0.833333333333333,6,1,1,0,2,2,4,3,3,0,7,6.70212765957447,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CAN"
"Press","USA",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0.666666666666667,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.09090909090909,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.2,5,4,0,0,0,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CAN"
"Pugh","USA",90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,19,24,0.791666666666667,19,24,0.791666666666667,15,19,0.789473684210526,0.8,0.291666666666667,0.291666666666667,0.416666666666667,2,7,0.285714285714286,7,7,1,10,10,1,0.291666666666667,0.291666666666667,0.416666666666667,2,7,0.285714285714286,7,7,1,10,10,1,1,15,19,0.789473684210526,0.315789473684211,0.210526315789474,0.473684210526316,2,6,0.333333333333333,4,4,1,9,9,1,4,4,4,0.166666666666667,0.166666666666667,1,4,0,0,0,0,0,0,0,1,4,4,0.166666666666667,0.166666666666667,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6,5,2,5,1,1,0.333333333333333,3,2,1,0,2,20,7,9,4,5,2,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CAN"
"Sauerbrunn","USA",94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.957446808510638,0,0,0,0,0,0,0,0,0,0,0,0,48,53,0.905660377358491,48,52,0.923076923076923,9,11,0.818181818181818,0.211538461538462,0.471698113207547,0.39622641509434,0.132075471698113,21,25,0.84,20,21,0.952380952380952,7,7,1,0.480769230769231,0.384615384615385,0.134615384615385,21,25,0.84,20,20,1,7,7,1,1,9,11,0.818181818181818,0.454545454545455,0.272727272727273,0.272727272727273,3,5,0.6,3,3,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0.957446808510638,0.0188679245283019,0.0192307692307692,0,3,3,2.87234042553191,0.0566037735849057,0.0576923076923077,1,0,1,0.957446808510638,0.0188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5,0.625,8,3,0,0,0,4,1,14,6,8,1,0.957446808510638,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CAN"
"Solo","USA",94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,0.655172413793103,16,22,0.727272727272727,0,0,0,0.0434782608695652,0.96551724137931,0.0344827586206897,0,18,28,0.642857142857143,1,1,1,0,0,0,0.954545454545455,0.0454545454545455,0,15,21,0.714285714285714,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,18.1914893617021,0.655172413793103,0.863636363636364,0.473684210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,4,0,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,3,1,1,0.957446808510638,0,0,0,0,1,0,1,0,0,0,0,0,3,3,0,3,0,0,0,0,2,2,0,1,1,0,0,0,0,1,0,19,0.655172413793103,29,0,0,0,0,0,3,5,0.625,8,"USA-CAN"
"Sonnett","USA",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-CAN"
"Brian","USA",96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,50,0.9,44,49,0.897959183673469,17,20,0.85,0.408163265306122,0.54,0.2,0.26,22,27,0.814814814814815,10,10,1,13,13,1,0.530612244897959,0.204081632653061,0.26530612244898,21,26,0.807692307692308,10,10,1,13,13,1,1,17,20,0.85,0.5,0.15,0.35,7,10,0.7,3,3,1,7,7,1,1,1,0.9375,0.02,0.0204081632653061,1,1,0,2,3,2.8125,0.06,0.0612244897959184,0.666666666666667,1,1,0.9375,0.02,0.0204081632653061,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,3,1,3,0,1,1,6,0.6,10,4,1,0,0,18,5,11,6,5,4,3.75,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-ENG"
"Dunn","USA",28,0,1,1,3.21428571428571,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0.714285714285714,5,7,0.714285714285714,5,6,0.833333333333333,0.857142857142857,0.714285714285714,0,0.285714285714286,3,5,0.6,0,0,0,2,2,1,0.714285714285714,0,0.285714285714286,3,5,0.6,0,0,0,2,2,1,1,5,6,0.833333333333333,0.666666666666667,0,0.333333333333333,3,4,0.75,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,1,3.21428571428571,0.142857142857143,0.142857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6,5,2,0,0,1,0.5,2,1,1,0,2,7,2,4,4,0,1,3.21428571428571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-ENG"
"Engen","USA",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-ENG"
"Heath","USA",96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,45,0.777777777777778,35,45,0.777777777777778,20,29,0.689655172413793,0.644444444444444,0.4,0.111111111111111,0.488888888888889,10,18,0.555555555555556,4,5,0.8,21,22,0.954545454545455,0.4,0.111111111111111,0.488888888888889,10,18,0.555555555555556,4,5,0.8,21,22,0.954545454545455,1,20,29,0.689655172413793,0.413793103448276,0.137931034482759,0.448275862068966,5,12,0.416666666666667,3,4,0.75,12,13,0.923076923076923,1,2,1.875,0.0444444444444444,0.0444444444444444,0.5,2,0,0,1,0.9375,0.0222222222222222,0.0222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.166666666666667,6,5,0,2,3,0.333333333333333,9,6,6,0,4,18,7,7,4,3,2,1.875,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-ENG"
"Horan","USA",64,1,0,1,1.40625,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,51,0.882352941176471,44,50,0.88,22,26,0.846153846153846,0.528301886792453,0.490196078431373,0.235294117647059,0.274509803921569,20,25,0.8,12,12,1,13,14,0.928571428571429,0.5,0.24,0.26,20,25,0.8,12,12,1,12,13,0.923076923076923,1,22,26,0.846153846153846,0.538461538461538,0.192307692307692,0.269230769230769,11,14,0.785714285714286,5,5,1,6,7,0.857142857142857,1,2,2.8125,0.0392156862745098,0.04,0.5,2,0,1,3,4.21875,0.0588235294117647,0.06,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,4,0.8,5,1,2,1,2,0.333333333333333,6,4,1,0,0,12,2,6,4,2,4,5.625,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-ENG"
"Johnston","USA",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-ENG"
"Klingenberg","USA",93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.967741935483871,0,0,0,0,0,0,0,0,0,0,0,0,39,50,0.78,31,39,0.794871794871795,16,19,0.842105263157895,0.51219512195122,0.58,0.14,0.28,18,29,0.620689655172414,7,7,1,14,14,1,0.538461538461538,0.153846153846154,0.307692307692308,13,21,0.619047619047619,6,6,1,12,12,1,1,16,19,0.842105263157895,0.526315789473684,0.210526315789474,0.263157894736842,7,10,0.7,4,4,1,5,5,1,0,1,0.967741935483871,0.02,0.0256410256410256,0,1,0,3,7,6.7741935483871,0.14,0.179487179487179,0.428571428571429,0,0,0,0,0,0,7,9,8.70967741935484,0.18,0.777777777777778,0,0,0,0,0,1,0.5,2,0,0,0,0,2,1,1,1,0,0,0,3,0.375,8,5,2,0,0,9,0,9,5,4,2,1.93548387096774,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-ENG"
"Krieger","USA",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.42857142857143,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-ENG"
"Lloyd","USA",96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,0.923076923076923,24,26,0.923076923076923,17,18,0.944444444444444,0.666666666666667,0.538461538461538,0.0769230769230769,0.384615384615385,13,14,0.928571428571429,2,2,1,9,10,0.9,0.538461538461538,0.0769230769230769,0.384615384615385,13,14,0.928571428571429,2,2,1,9,10,0.9,1,17,18,0.944444444444444,0.444444444444444,0.111111111111111,0.444444444444444,8,8,1,2,2,1,7,8,0.875,0,0,0,0,0,0,0,0,1,2,1.875,0.0769230769230769,0.0769230769230769,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,2,0.2,10,8,1,0,4,14,3,5,2,3,2,1.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-ENG"
"Morgan","USA",81,1,0,3,3.33333333333333,0.333333333333333,1,0,2,2,0.666666666666667,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0.647058823529412,11,16,0.6875,10,15,0.666666666666667,0.9375,0.294117647058824,0.294117647058824,0.411764705882353,2,5,0.4,4,5,0.8,5,7,0.714285714285714,0.25,0.3125,0.4375,2,4,0.5,4,5,0.8,5,7,0.714285714285714,1,10,15,0.666666666666667,0.266666666666667,0.266666666666667,0.466666666666667,2,4,0.5,3,4,0.75,5,7,0.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.11111111111111,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6,5,2,0,0,5,0.555555555555556,9,4,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-ENG"
"O'Hara","USA",81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,66,0.727272727272727,39,52,0.75,13,21,0.619047619047619,0.403846153846154,0.636363636363636,0.121212121212121,0.242424242424242,25,42,0.595238095238095,8,8,1,15,16,0.9375,0.615384615384615,0.153846153846154,0.230769230769231,20,32,0.625,8,8,1,11,12,0.916666666666667,1,13,21,0.619047619047619,0.761904761904762,0.142857142857143,0.0952380952380952,9,16,0.5625,3,3,1,1,2,0.5,1,2,2.22222222222222,0.0303030303030303,0.0384615384615385,0.5,2,0,4,7,7.77777777777778,0.106060606060606,0.134615384615385,0.571428571428571,0,0,0,0,0,0,7,12,13.3333333333333,0.181818181818182,0.583333333333333,0,0,0,0,0,2,1,2,0,0,0,0,2,1,0.5,2,1,0,0,1,0.5,2,1,0,0,0,7,6,9,6,3,1,1.11111111111111,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-ENG"
"Press","USA",32,0,0,1,2.8125,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0.555555555555556,5,9,0.555555555555556,5,8,0.625,0.888888888888889,0.555555555555556,0,0.444444444444444,1,5,0.2,0,0,0,4,4,1,0.555555555555556,0,0.444444444444444,1,5,0.2,0,0,0,4,4,1,1,5,8,0.625,0.5,0,0.5,1,4,0.25,0,0,0,4,4,1,1,1,2.8125,0.111111111111111,0.111111111111111,1,1,0,0,0,0,0,0,0,0,1,2.8125,0.111111111111111,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,0.4,5,3,0,0,2,10,3,5,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-ENG"
"Pugh","USA",68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,0.851851851851852,23,27,0.851851851851852,16,19,0.842105263157895,0.703703703703704,0.37037037037037,0.185185185185185,0.444444444444444,7,10,0.7,4,5,0.8,12,12,1,0.37037037037037,0.185185185185185,0.444444444444444,7,10,0.7,4,5,0.8,12,12,1,1,16,19,0.842105263157895,0.368421052631579,0.210526315789474,0.421052631578947,5,7,0.714285714285714,3,4,0.75,8,8,1,1,2,2.64705882352941,0.0740740740740741,0.0740740740740741,0.5,2,0,1,2,2.64705882352941,0.0740740740740741,0.0740740740740741,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333333333,6,4,2,2,2,0.333333333333333,6,4,2,0,1,10,7,10,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-ENG"
"Sauerbrunn","USA",96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,47,0.936170212765957,44,47,0.936170212765957,14,15,0.933333333333333,0.319148936170213,0.51063829787234,0.212765957446809,0.276595744680851,22,24,0.916666666666667,10,10,1,12,13,0.923076923076923,0.51063829787234,0.212765957446809,0.276595744680851,22,24,0.916666666666667,10,10,1,12,13,0.923076923076923,1,14,15,0.933333333333333,0.533333333333333,0.133333333333333,0.333333333333333,8,8,1,2,2,1,4,5,0.8,0,0,0,0,0,0,0,0,0,1,0.9375,0.0212765957446809,0.0212765957446809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,8,0.888888888888889,9,1,1,0,2,6,4,10,8,1,4,3.75,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-ENG"
"Solo","USA",96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,0.409090909090909,5,15,0.333333333333333,0,0,0,0,1,0,0,9,22,0.409090909090909,0,0,0,0,0,0,1,0,0,5,15,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,15.9375,0.772727272727273,1.13333333333333,0.235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0.409090909090909,22,3,1,3,0,0,2,4,0.4,10,"USA-ENG"
